id,user_id,sentiment,text,processed_text,hashtags
236665189502681089,551910244,objective,"Mohamed Morsi, Egypt's Muslim Brotherhood president, instructed the Supreme Council of the Armed Forces Thursday... http://fb.me/1AIvanLJZ ",mohamed morsi egypt muslim brotherhood president instructed supreme council armed force thursday httpfbme1aivanljz,[]
262384414623936512,17091853,neutral,C'mon Avila! You just got tagged out by a guy who looks like the kid Bill Murray was researching in The Royal Tenenbaums! #Tigers,cmon avila got tagged guy look like kid bill murray researching royal tenenbaums tiger,['Tigers']
249228128302551040,160639448,objective-OR-neutral,"At the first Grammy Awards, held on 4 May 1959, Domenico Modugno beat out Frank Sinatra and Peggy Lee for the Record of the Year,with Volare",first grammy award held 4 may 1959 domenico modugno beat frank sinatra peggy lee record yearwith volare,[]
263970913270251520,15794878,positive,"Good morning Thursday. ""Life is fragile. We're not guaranteed a tomorrow so give it everything you've got."" - Tim Cook [Do it for Jobs!]",good morning thursday life fragile guaranteed tomorrow give everything youve got tim cook job,[]
264162997088436224,93655075,positive,#Twitition Mcfly come back to Argentina but this time we want to come to mar del plata!!! http://twitition.com/p9clo ,twitition mcfly come back argentina time want come mar del plata httptwititioncomp9clo,['Twitition']
263800856321859584,49032667,negative,My teachers call themselves givng us candy....wasn't even the GOOD stuff. I might go to Walmart or CVS tomorrow/,teacher call givng u candywasnt even good stuff might go walmart cv tomorrow,[]
264011728084410369,24144230,neutral,"#Broncos Peyton Manning named AFC Offensive Player of the month. It's his 5th such honor, second to Tom Brady's 6, tied w/ TD.",bronco peyton manning named afc offensive player month 5th honor second tom brady 6 tied w td,['Broncos']
264120483384008704,533302080,objective-OR-neutral,@TooZany is bringing out Kendrick Lamar the 6th of December!?! Get your tickets now!,toozany bringing kendrick lamar 6th december get ticket,[]
264056733691961345,23939440,objective-OR-neutral,"Andre's Wigan Warning - #COYS Official Site Wigan might currently occupy 15th place in the Premier League,... http://tmblr.co/ZiAjGyWOM57G ",andres wigan warning coys official site wigan might currently occupy 15th place premier league httptmblrcoziajgywom57g,['COYS']
264042275108188160,493383592,objective-OR-neutral,"When my professor passes out candy and says ""a very small amount of that may be from Valentines day, just so you know""",professor pass candy say small amount may valentine day know,[]
263656013541027840,913170146,objective-OR-neutral,How are they going to act in new york with the subways out? They better clutch it out like Eli Manning 4th quarter,going act new york subway better clutch like eli manning 4th quarter,[]
165044172858986496,160465887,negative,"Homegrown talent missing on Signing Day: Throughout most of the day on Wednesday, the video scoreboard ... http://bit.ly/ztNRG0  #Raleigh",homegrown talent missing signing day throughout day wednesday video scoreboard httpbitlyztnrg0 raleigh,['Raleigh']
263809311086628864,175523498,positive,The great Noel Gallagher is about to hit the stage in St. Paul. Plenty of room here so we're 4th row center. Plenty of room. Pretty fired up,great noel gallagher hit stage st paul plenty room 4th row center plenty room pretty fired,[]
264253780797825026,201148169,neutral,"Playing as the Browns HC K. Fri in #Madden13, XFacalac lost to the Ravens 21-28 on All-Madden #ConnectedCareers",playing brown hc k fri madden13 xfacalac lost raven 2128 allmadden connectedcareers,"['Madden13', 'ConnectedCareers']"
256237809147445248,478075690,neutral,The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. #Orioles #stayhungry,pain far deeper billy cundiff missed field goal got ta wake forget tomorrow oriole stayhungry,"['Orioles', 'stayhungry']"
263281866856087552,53443641,positive,"Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food, sweet.",tomorrow shall consist watching ferrell film fave people chinese food sweet,[]
264215390773727232,276151090,objective,Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.,alex poythress 11 point 7 rebound debut kentucky exhibition game thursday played 28 minute,[]
245461530206932992,222961982,positive,I think I may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night http://pinterest.com/pin/68891069271126578/ …,think may heart attack jason wu new collection charlotte rampling night httppinterestcompin68891069271126578,[]
263391524769898496,615354091,neutral,If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray... http://fb.me/1NKnb6ZhU ,get equipment working correctly live show friday 6 pm cst contactee ray httpfbme1nknb6zhu,[]
260248287255343104,407729607,positive,Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo! Don't miss tomorrow night... http://fb.me/25EQZW3B0 ,amazing concert tonight jim white tcu jazz ensemblefaculty jazz combo dont miss tomorrow night httpfbme25eqzw3b0,[]
256416307182985217,47208627,positive,Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://bit.ly/Q1z5MC ,capello say time russia win big match russia manager fabio capello thursday said intended httpbitlyq1z5mc,[]
259452211883569152,63808899,neutral,JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period,jackal goal jimmy martin sneak rebound past killeen give elmira 21 lead bushee bellamy assists109 left 2nd period,[]
263732569508552704,369152026,positive,Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :),kickoff weekend service ev get bus trip boy girl club friday 36 hope see,[]
213342054351257601,189656827,negative,Desperation Day (February 13th) the most well known day in all mens life.,desperation day february 13th well known day men life,[]
264135339327766529,159343219,objective-OR-neutral,paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://tmblr.co/ZFia7xWPV8yE ,pauland5homos harry louis fri eleanor inspira harry manwho louis httptmblrcozfia7xwpv8ye,[]
263079812954992640,392639346,neutral,"#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...",web apple software retail chief overhaul san francisco reuters apple inc ceo tim cook monday replaced head,['web']
264088457490604032,509707361,negative,@PaperChasinAL: Damn next Saturday tho Niggas was trynna get shit over with #early,paperchasinal damn next saturday tho nigga trynna get shit early,['early']
263132960507703296,449609540,objective-OR-neutral,and the 4th one is for Harry Styles!! <33333,4th one harry style 33333,[]
259022549604790273,204793455,objective,"Blog Post: MTV's ""Teen Mom 2"" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,... http://dlvr.it/2LLcQV ",blog post mtvs teen mom 2 return intense third season chelsea jenelle kailyn leah monday httpdlvrit2llcqv,[]
253050608322502657,200261099,objective,The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the 25 January 2013! http://www.endhumantraffickingnow.com/?portfolio=business-leaders-award-ceremony-to-be-held-during-the-wefs-upcoming-annual-meeting-in-davos-2 …,business leader award ceremony held wef annual meeting davos 25 january 2013 httpwwwendhumantraffickingnowcomportfoliobusinessleadersawardceremonytobeheldduringthewefsupcomingannualmeetingindavos2,[]
262999273275260928,101319101,positive,@elifyk1 Hi Elif Greetings from USA midwest How is school going? Happy Turkish Republic Day! I can't wait for Nov 8 #NewGlee Yes!,elifyk1 hi elif greeting usa midwest school going happy turkish republic day cant wait nov 8 newglee yes,['NewGlee']
263919760503361536,87970697,positive,Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion,hoping look fit tomorrow jeremy kyle show itvfashion,['ITVFashion']
264203403473850368,853146211,objective-OR-neutral,@Jordon_Atkins me you and joe gone chill Saturday of i come tho,jordon_atkins joe gone chill saturday come tho,[]
256787668367704066,610413207,positive,Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...,grammys concert pay moving tribute whitney houston whitney houston given final sendoff grammys thursday halle,[]
263865575313383424,410051441,neutral,We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://uscellular.com/  on Nov 1st at 11am (CST),tallied vote announcing winner calling community tune httpuscellularcom nov 1st 11am cst,[]
259224351478521856,20050520,objective-OR-neutral,It's Radio 1 Rocks next - week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday,radio 1 rock next week starting live lounge fearnecottons show bullet valentine monday,[]
246760239221858306,7532872,positive,Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://bit.ly/QZkoK1 ,drew peterson untouchable check movie photo watch sun 76c httpbitlyqzkok1,['Untouchable']
264084352340742145,388974334,positive,PUMPED to open the season tomorrow night against Georgetown! Women's Preview: http://bit.ly/QXekV7  | Men's Preview: http://bit.ly/QXemfI ,pumped open season tomorrow night georgetown woman preview httpbitlyqxekv7 men preview httpbitlyqxemfi,[]
263319006063259649,432174507,objective-OR-neutral,Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...,apple shakeup mobile software bos eased apple inc ceo tim cook monday pushed powerful head company039s mo,['039']
263799123847806976,22100843,neutral,"Somehow I managed to ""lose"" my princess leia bra on Saturday. I'm going to Noel Gallagher as ""Glock at Phish"" ie jorts&tank. @custymcnoob",somehow managed lose princess leia bra saturday im going noel gallagher glock phish ie jortstank custymcnoob,[]
264183514176552961,316127177,neutral,"Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android 4.2 bring... http://bit.ly/TffDi7 ",android 42 camera app photo sphere available galaxy nexus introduced monday android 42 bring httpbitlytffdi7,[]
262575945741914113,31121565,positive,"SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://boltonfm.com/listen-live ",saeed nowplaying bep ricky martin kt tunstall great song get sunday hate rain httpboltonfmcomlistenlive,['NowPlaying']
263748118091276288,785067278,objective,"FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07: Apple CEO ... http://bit.ly/T89gNo ",faq skeuomorphic design executive shakeup apple san francisco ca march 07 apple ceo httpbitlyt89gno,[]
257369508086423553,531994655,positive,Omg. Ricky Martin may be gay but he is one fine ass gay man.,omg ricky martin may gay one fine as gay man,[]
261434845773828096,391892475,negative,"Noel Gallagher: ""Musicians are fucking idiots."" - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?",noel gallagher musician fucking idiot yeah brian may he idiot idiot happens professor,[]
252798281413967872,23075654,objective-OR-neutral,Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://bit.ly/V6sjMm ,vow likely return midsummer break prix de royallieu longchamp saturday httpbitlyv6sjmm,[]
264138191030874112,850357831,neutral,@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!,real_liam_payne wanted know argentina going make directioner fest 10 november te amo te amo te amo,[]
263864248952836096,609103932,neutral,"Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!",november already christmas soon new year valentine day graduation,[]
263972222677417985,229497776,positive,#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://mjtunes.com/michael-jackson-radio … L.O.V.E it! #MjTunes,nowplaying michael jackson shes life live wembley july 16 httpmjtunescommichaeljacksonradio love mjtunes,"['NowPlaying', 'MjTunes']"
263867263474597888,428841738,negative,Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot,nigga lakers dickwe still gon finish damn near first seedwhile yo team struggling 8th spot,[]
262661737994670080,186089082,objective-OR-neutral,I need another Viv necklace... May buy myself one for Valentines day #nojoke,need another viv necklace may buy one valentine day nojoke,['nojoke']
246320271248744448,206354030,positive,"I'm in the bathroom bumping ""Niggas In Paris"" Crunk ass hell like it's my 1st time hearing it this song will never get old lol",im bathroom bumping nigga paris crunk as hell like 1st time hearing song never get old lol,[]
255690502970671104,18712398,objective,"Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.",got ticket see muse florida combined grammys two week prior equal really busy february ruby,[]
258695108529119232,64351004,positive,"Welcome Nick J! :"") ""@nickjonas"" In Manila! So excited for the show on Friday.",welcome nick j nickjonas manila excited show friday,[]
261632295520333826,217685779,objective,Battle for the 17th banner: Royal Rumble basketball edition,battle 17th banner royal rumble basketball edition,[]
261184553337630720,244570235,positive,"4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM! #6YearsTaylorSwift",4th album red 20millionswifties 6 grammy award 10 amas 13 bmi award reigning entertainer year acm 6yearstaylorswift,"['RED', '20MillionSwifties', '6YearsTaylorSwift']"
226474708487532546,59060233,objective-OR-neutral,"Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://ow.ly/1lwzys ",smooch fido yea nay july 6th international kissing day human sort later month ca httpowly1lwzys,[]
247183266782789632,260477688,positive,It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333,midnight east coast mean nickjonas birthday happy 20th birthday nick j 333,[]
251742524601925633,610495100,negative,Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...,apple ceo apologizes errorridden new map app apple ceo tim cook apologized friday company errorridden new mobile map,[]
261706811453886464,79601816,neutral,Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://goo.gl/fb/rh1J8  #nba #playersnews,monta elli elli provided five point 2of13 shooting thursday httpgooglfbrh1j8 nba playersnews,"['nba', 'playersnews']"
258989036205662208,25393624,neutral,"When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself.",teach basketball school gon na spend 1st day watching larry bird video rest take care,[]
264084748345962496,747406040,objective-OR-neutral,AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://cnet.co/RxB7aa ,att offer free cloud storage io android att thursday announced new service call att locker th httpcnetcorxb7aa,[]
263794433596723200,41680302,positive,We are here @NBCofChicago for our 12th Anniversary celebration. You still have time to make it - 6620 S. King Dr,nbcofchicago 12th anniversary celebration still time make 6620 king dr,[]
237571817550786563,727519172,objective-OR-neutral,@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7,karimandsugar told shane would get 5thstar rival signing day taylor_mcneill7,[]
252330752665075712,268248070,positive,Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.,love skipped every category ntas besides soap couldnt give half fuck everything else went air tomorrow,[]
262903244886507521,575902991,objective,New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://dlvr.it/2PF10l ,new york giant gamebygame prediction 2nd half season httpdlvrit2pf10l,[]
264240983032614912,123520382,objective,C'mon c'mon does sound like Queen's we will rock you somehow...,cmon cmon sound like queen rock somehow,[]
254032799680589826,412603173,positive,My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear,mom texted reminding grammys birthday tomorrow could ever forget biggestdayoftheyear,['BiggestDayOfTheYear']
264143294903246848,331180650,negative,Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA,esperance without star player youssef msakni first leg champion league final al ahly saturday africa,['AFRICA']
263247166582173696,45671664,negative,@chrischris__ The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend,chrischris__ sun paolo di canio say beating aston villa tonight would like sex madonna legend,['legend']
226238092191875072,141284401,negative,"OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^",obviously fan dream high 2 havent even watched well watched 1st epthats heard song,[]
258887925075410944,37007849,positive,"Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr",black history fact marsalis 1st artist win classical jazz grammy award one year repeat next yr,[]
263530816162902016,323297690,positive,Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.,watching david letterman audience playing like still 2nd brilliant thing ive seen tonight,[]
246588959247974401,67771614,objective-OR-neutral,Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?,gov mitch daniel announce indiana supreme court pick 10 3rd time charm female member panel,[]
263753326422806528,18013192,objective-OR-neutral,"Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween. http://p-bu.mp/msp- ",common night order pizza nye jan 1 day thanksgiving super bowl sunday halloween httppbumpmsp,[]
257865075933728771,413586409,positive,The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://piecefulwedding.com/puzzle/31/Monday …,grey yellow gold wedding puzzle first piece unique twotone dress shopbop httppiecefulweddingcompuzzle31monday,[]
262380235985657856,40098249,objective,"HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://bit.ly/VSN8MS ",harakah iran army monitoring ship gulf tehran oct 28 senior commander islamic revolution gu httpbitlyvsn8ms,[]
263740861031010304,16380085,neutral,HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.,ht norwich 00 spur weve edged 1st half without creating clear cut chance bale couple decent long range effort,['Spurs']
264226988879933440,26639468,positive,"Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes",guy marijuana law colorado oregon washington pas tuesday highhopes,['HighHopes']
254600864868749313,59459031,positive,Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards,breezin best pop instrumental performance 19th grammy award,[]
248234871238037508,51264823,objective,"Pacino is going to play Joe Paterno. This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend- SNL",pacino going play joe paterno 2nd time starred film line say hello little friend snl,[]
263953741877764096,341470410,neutral,Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://www.9wsyr.com/content/mediacenter/live/one.aspx …,snow may fall part cny next day find best chance 642 tv online httpwww9wsyrcomcontentmediacenterliveoneaspx,[]
204001339599106048,160648260,neutral,Cofield draws leadoff walk in top 4th. Zaharion at the plate.,cofield draw leadoff walk top 4th zaharion plate,[]
264235642039455744,22111480,positive,@MehDusta I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe's :)),mehdusta miss better get juge kiss hug tomorrow night joes,[]
263976883354480640,497155084,objective-OR-neutral,Sat down to watch Michael Jackson this is it on DVD xx,sat watch michael jackson dvd xx,[]
256395784038277120,163198967,objective,"On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://lockerz.com/s/252184437 ",set axis nigerian economy airing every tuesday 830pm nta international dstv httplockerzcoms252184437,[]
261769579544584192,20096243,positive,"Text from my dad: ""you like Charles Dickens"" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!",text dad like charles dickens 1 obvs looking amazon wish list late sunday 2 th surprise,[]
264167430564237312,17781471,negative,Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.,upset alert acc men soccer 1 maryland 42 wake forest late 2ndand man earlier red card,['1']
262627821908815872,28844188,negative,really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick,really bored host super sunday nothing talk rave man utd biasprick,['BiasPrick']
258836119532228608,25483231,neutral,"I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons",may missed seeing noel fielding rich fulcher today see tom tilley samsimmons,['samsimmons']
241225651074527232,39010302,neutral,% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny,joe pa mask penn state sat psu allow stadium bad wear espngreeny,[]
263362769011748864,27020138,positive,"Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://sports.yahoo.com/blogs/ncaaf-dr-saturday/mizzou-commemorates-win-over-kentucky-t-shirt-no-220237716--ncaaf.html … #fb",mizzou commemorates win kentucky tshirt really dr saturday yahoo sport httpsportsyahoocomblogsncaafdrsaturdaymizzoucommemorateswinoverkentuckytshirtno220237716ncaafhtml fb,['fb']
263704789186117635,38615758,positive,Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious,watched campaign ferrell zack galafianakis good fun wednesday hilarious,['Hilarious']
262778055402090496,22513829,objective,@sumeetkulkarni Season ends with Superbowl in first week of February.,sumeetkulkarni season end superbowl first week february,[]
260949777687117824,32704887,neutral,Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird,crazy meeting old nba player picked 3rd larry bird,[]
264209699732348928,355051509,negative,This Sunday New York Giants are going down. #Steelers,sunday new york giant going steelers,['Steelers']
245532165637545985,34014706,negative,"As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself",introduction literature wrote woman black something particulalry want read may cry shitmyself,['ShitMyself']
264060311764619264,851106050,objective,"@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights...... I get payed tomorrow!",ilovedoobz patty_flipping new today northern light get payed tomorrow,[]
262834360129036288,800315304,objective,"I posted 12 photos on Facebook in the album ""Super Sunday wid Shobhit Bhatia......"" http://fb.me/1JmuY1mc9 ",posted 12 photo facebook album super sunday wid shobhit bhatia httpfbme1jmuy1mc9,[]
264215340576284672,82125212,objective-OR-neutral,"I been watching ""All-Access Kentucky"" every wed and it has been making me like these young dudes on Kentucky.",watching allaccess kentucky every wed making like young dude kentucky,[]
263098506644955136,141049123,objective-OR-neutral,"##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black & Nikon ... http://bit.ly/S9YhCg ",black friday deal nikon d3200 242 megapixels digital slr camera 1855mm nikkor vr lens black nikon httpbitlys9yhcg,[]
228956189000597505,501134907,positive,"Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD",han mon dieu le remix de best dans dream high 2 je meurs xddd,[]
264203931645775873,27777925,objective,"You do not want to miss this tomorrow night. RJ is moving to Maryland soon, and we have a truly epic set planned... http://fb.me/AMwhaYVv ",want miss tomorrow night rj moving maryland soon truly epic set planned httpfbmeamwhayvv,[]
260920467324555265,361434318,neutral,Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday. Think this will come up as a topic?,dont forget mitch daniel going steven colbert show thursday think come topic,[]
264127995424423936,62680567,neutral,@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.,barackobama would think would running potus may part job someday,[]
252650346873245696,275414774,objective-OR-neutral,iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er... http://bit.ly/Qh579n ,iphone 5 apple ceo pledge improve new map app apple ceo tim cook apologized friday company er httpbitlyqh579n,[]
262497514995978241,14989779,neutral,"Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces http://bit.ly/XDRWE1 ",full moonoct 29th read sun sign libra scorpio sag cap aqua pisces httpbitlyxdrwe1,[]
256787832453079043,199690203,neutral,"Drew Peterson may be convicted, but there is still conflict going on http://ow.ly/eqDBF  #whenwillitend #localnews #chicago",drew peterson may convicted still conflict going httpowlyeqdbf whenwillitend localnews chicago,"['whenwillitend', 'localnews', 'chicago']"
264067944458371072,28896087,neutral,@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.,wfan660 paterno wouldnt charged hearsay job minimal may reported rest speculation,[]
263918513083781122,389925947,negative,"With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place.",bensons attention frankie feel like forgotten stepchild let founding father know never forget 2nd place,[]
262954361427222531,724506216,negative,"Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://bit.ly/XM0AAg ",police protester clash republic day march turkey day marking 89th anniversary founding httpbitlyxm0aag,[]
263664302882443264,377060725,positive,I will be participating in a Google+ Hangout with @TheEconomist tomorrow! I'm SUPER excited! Check it out: https://plus.google.com/u/0/events/cjead60p8q24qqtmu95cighgeag …,participating google hangout theeconomist tomorrow im super excited check httpsplusgooglecomu0eventscjead60p8q24qqtmu95cighgeag,[]
263795814470664192,521532492,positive,"Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it's against my boys, LETS GO SPURS! #Spurs #NBA",aww love austin river happy see get start 1st nba gamebut boy let go spur spur nba,"['Spurs', 'NBA']"
264174898807717888,463661547,negative,"the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://tmblr.co/ZdR5KwWQChR0 ",glass may rising getting warmer lago del desierto argentina httptmblrcozdr5kwwqchr0,[]
